name,birthday,deathday,gender,person_id
Isabel Gravitt,2003-08-19,,1,1775560
Alina Foley,2003-04-16,,1,1251285
Jon Lajoie,1980-08-21,,2,1251286
Bob Anderson,1922-09-15,2012-01-01,2,202711
Lenora Crichlow,1985-01-04,,1,202734
Emily Creighton,1994-09-16,,1,2562056
Kobna Holdbrook-Smith,1977-08-23,,2,202775
Garry Pastore,1961-12-02,,2,1513512
Andrea Berloff,1974-01-01,,1,989235
Hank Willis Thomas,1976-03-17,,2,2437054
Noah Hawley,1967-10-05,,2,202816
Bill Simmons,1969-09-25,,2,1251402
Christine Woods,1983-09-03,,1,202845
Zach Woods,1984-09-25,,2,464993
Imani Hakim,1993-08-12,,1,202850
Bebe Vio,1997-03-04,,1,1775735
Joyce Giraud,1975-04-04,,1,202875
Demetrius Grosse,1981-02-26,,2,202892
Nick Roth,1985-04-24,,2,202893
Ella Purnell,1996-09-17,,1,989325
Todd Grinnell,1976-03-29,,2,202899
Winter The Dolphin,2005-10-10,2021-11-11,1,4659347
Oksana Sidorenko,1987-01-01,,1,1775765
Nicole Pacent,1985-03-29,,1,1251492
Johnny Holiday,1912-10-28,2009-02-28,2,202919
Anthony Molinari,1974-05-09,,2,202930
Hari Dhillon,1968-10-06,,2,202939
Ellen Woglom,1987-04-18,,1,202946
Mekia Cox,1981-11-18,,1,202952
Sivan Noam Shimon,1985-06-21,,1,1513672
Eddie Steeples,1973-11-25,,2,202958
Nell Verlaque,2000-10-19,,1,2300122
Ari Meyers,1968-04-06,,1,465117
Ella Hunt,1998-04-29,,1,989411
Drew Van Acker,1986-04-02,,2,1251567
Lesley Fera,1971-11-23,,1,1251570
Shane Coffey,1987-02-04,,2,1251572
Paloma Guzmán,1991-07-21,,1,1251573
Chris Romano,1978-02-02,,2,1251586
Lizzie Waterworth,1984-05-23,,1,1251620
Skyler Stone,1979-06-15,,2,203048
Veronica Dunne,1995-03-02,,1,989483
Gustavo Vargas,1974-06-16,,2,1775935
Rajeev Dassani,1979-12-01,,2,1513798
Amir Talai,1977-06-24,,2,203086
Marc Raducci,1963-09-16,,2,203087
Alona Tal,1983-10-20,,1,203096
Bradford Anderson,1979-09-21,,2,203097
Michael Anthony Spady,1981-04-28,,2,1775987
Eire Farrell,2012-11-02,,1,4135287
Zhang Jialing,1984-01-01,,1,1775995
Lisa Hanawalt,1983-06-19,,1,2038147
KSI,1993-06-19,,2,1513866
Dickon Tolson,1973-03-24,,2,203147
Caspar Lee,1994-04-24,,2,1513867
Christian Contreras,1986-05-12,,2,989603
John Way,1995-03-10,,2,2562469
Asia Kate Dillon,1984-11-15,,3,1776040
Kieran Hardcastle,1987-01-01,,2,203177
Philip McGinley,1981-06-06,,2,1251769
Chad Lail,1982-06-06,,2,1513914
Brad Hallowell,1981-02-13,,2,989629
Lisa Gleave,1976-11-11,,1,203200
Tara Rose Schreiber,1994-12-21,,1,2562496
Aviv Alush,1982-07-12,,2,1251785
Gianclaudio Caretta,1993-09-25,,2,1776082
Charlotte Anne Bongaerts,1989-09-13,,1,1513955
Cristin Michele,1983-08-08,,1,989675
Doug Henderson,1987-01-16,,2,1251824
Jon Batiste,1986-11-11,,2,1513968
Jordan Galland,1980-01-02,,2,989687
Sandra Robinson,1967-03-23,,1,203258
Sarah Christine Smith,1980-09-23,,1,203263
Stacy Barnhisel,1972-01-15,,1,1513986
Marty McSorley,1963-05-18,,2,989699
Ana Golja,1996-01-31,,1,1251847
Çağan Şekercioğlu,1975-08-01,,2,2824722
Kim DeJesus,1981-02-02,,1,1514002
Max Landis,1985-08-03,,2,203285
Jordan Claire Robbins,1990-01-24,,1,1776153
Keiynan Lonsdale,1991-12-19,,2,1251875
Tami Roman,1970-04-17,,1,203302
Alexander Molony,2006-09-12,,2,2562617
Douglas Dean,1973-01-20,,2,1514045
Andy Ostroy,1959-10-17,,2,989762
Francesca Ceci,1982-06-25,,1,203340
Charlotte McKinney,1993-08-06,,1,1514065
Creighton James,1975-01-01,,2,989778
Melanie Comarcho,1970-08-11,,1,203352
Tatjana Nardone,1990-04-06,,1,1514082
Ben Bledsoe,1982-05-11,,2,989809
Simone Battle,1989-06-17,2014-09-05,1,203379
Kelly Heyer,1993-09-15,,1,203386
Brandon Stacy,1982-04-09,,2,203390
Tina Jung,1990-07-16,,1,1776255
Dylan Riley Snyder,1997-01-24,,2,1251975
Mateo Arias,1995-10-31,,2,1251978
John Roberts,1971-11-10,,2,1251981
Sasha Joseph Neulinger,1989-09-20,,2,203407
Addison Holley,2000-05-18,,1,1251988
Holly Deveaux,1994-01-01,,1,1251993
Kyle Mac,1988-07-22,,2,1251994
Anthony Bishop,1971-09-29,,2,203421
Stefania LaVie Owen,1997-12-15,,1,1252003
Nancy Grace,1959-10-23,,1,1514160
Metta Sandiford-Artest,1979-11-13,,2,1514162
Henderson Wade,1984-03-26,,2,989878
Ben Bailey Smith,1977-09-21,,2,1514177
Barbara Marten,1947-01-03,,1,203459
Teilor Grubbs,2001-10-27,,1,1252035
Ewan Bailey,1966-01-01,,2,203467
Micah Lynn Hanson,1990-09-06,,1,2300628
Takehiro Hira,1974-07-27,,2,1082509
Lyndie Greenwood,1983-06-06,,1,1252072
Daniel Cosgrove,1970-12-16,,2,203511
Mariana Klaveno,1979-10-25,,1,203516
Elisha Yaffe,1983-08-13,,2,1514243
Jan Bos,1962-10-30,,2,1252128
Lincoln Jolly,2005-07-12,,2,2562865
Christie Herring,1986-08-21,,1,1776455
Maggie Carey,1975-01-01,,1,465763
21 Savage,1992-10-22,,2,2300775
Liz Cheney,1966-07-28,,1,3611495
Alexia Fast,1992-09-12,,1,203630
Elfina Luk,1992-06-22,,1,203639
Emma Stansfield,1978-01-01,,1,1252220
Asaya Kimijima,1987-08-09,,2,1252231
Corin Tucker,1972-11-09,,1,203655
Jo Armeniox,1963-08-08,,1,990091
Daniel Durant,1989-12-24,,2,1514387
Kayla Mae Maloney,1974-01-16,,1,1252246
Emelia Hartford,1993-07-29,,1,3349398
Nina Lisandrello,1980-07-01,,1,990108
Evan Adams,1966-11-15,,2,203677
Sonja Sohn,1964-05-09,,1,203683
Dominika Jablonska,1985-08-20,,1,2038691
Gatlin Kate James,1997-07-07,,1,1514433
Richard Esteras,1968-08-25,,2,1776583
Wynn Everett,1978-10-26,,1,203734
Josh McDermitt,1978-06-04,,2,1252310
Caroline Sunshine,1995-09-05,,1,1252312
Roshon Fegan,1991-10-06,,2,1252313
Ainsley Bailey,1993-03-11,,1,1252314
Zuzanna Szadkowski,1978-08-09,,1,203740
Leo Chiang,1976-01-20,,2,1252319
Lakshmi Manchu,1976-10-08,,1,203751
Teddy Geiger,1988-09-16,,1,203772
Craige Els,1978-07-18,,2,1776636
Lela Loren,1980-05-07,,1,203781
James C. Mathis III,1974-11-28,,2,1252366
Katie Gill,1985-07-25,,1,203801
Nathan Lee Graham,1968-09-09,,2,203809
Olivia Steele-Falconer,2000-07-15,,1,1252420
Gina Bramhill,1989-07-30,,1,990278
Baykali Ganambarr,1994-08-30,,2,1776712
Erin Richards,1986-05-17,,1,990300
Dallas Lovato,1988-02-04,,1,1252469
Charlie Goh,1988-09-14,,2,1776779
Zoe Boyle,1989-01-01,,1,1252492
Andrew Rannells,1978-08-23,,2,990369
Hannah Walters,1974-01-19,,1,1252521
Rosamund Hanson,1989-09-24,,1,1252524
Elijah Allan-Blitz,1987-02-18,,2,1514671
Sophia Di Martino,1983-11-15,,1,1252533
Erin Moriarty,1994-06-24,,1,990393
Robert Kelly,1970-10-08,,2,204046
Amie MacKenzie,1964-06-25,,1,2563353
Rico E. Anderson,1968-03-10,,2,204068
Armen Nahapetian,2007-03-24,,2,2563367
Richard Brancatisano,1983-10-29,,2,990513
James Bachman,1972-02-24,,2,204100
Alex McGregor,1993-06-07,,1,204108
Rolanda Marais,1978-01-19,,1,204110
Donald MacDonald,1938-09-01,,2,2563417
Jeremy Shada,1997-01-21,,2,204131
Michael Hagiwara,1956-11-10,,2,204152
Lucy Liemann,1973-11-24,,1,204167
Aramis Knight,1999-10-03,,2,204191
Yasuyuki Hirata,1958-01-04,,2,1252774
Fred Goss,1961-03-25,,2,204222
Emma Kenney,1999-09-14,,1,1252801
Zibby Allen,1980-09-29,,1,204239
Dafni Labroyanni,1967-05-17,,1,1252821
Deanna Dunagan,1940-05-25,,1,204271
John Turk,1962-03-13,,2,204276
Jesse Carere,1993-06-06,,2,1252852
Misty Lee,1976-04-22,,1,1252861
Veena Sud,1967-06-25,,1,1252869
Bex Taylor-Klaus,1994-08-12,,3,1252871
El Hijo del Santo,1963-08-02,,2,990744
Emerald Fennell,1985-10-01,,1,1252934
Kumail Nanjiani,1978-05-02,,2,466505
Joseph Mercola,1954-07-08,,2,1515086
Frankie Valli,1934-05-03,,2,204367
Meital Dohan,1979-08-24,,1,204376
Rene Rosado,1991-12-09,,2,204384
William DeMeo,1971-07-20,,2,204388
Cristin Milioti,1985-08-16,,1,204392
Eric Sheffer Stevens,1972-06-19,,2,204405
Steven Martini,1975-06-17,,2,204411
Jimmie Johnson,1975-09-17,,2,204415
Cus D'Amato,1908-01-17,1985-11-04,2,2563713
Tommy Snider,1984-03-24,,2,204419
Emily Hirst,1993-07-09,,1,204439
London Brown,1981-05-14,,2,1777316
Trevor Berbick,1954-08-01,2006-10-28,2,2563751
Josh Dean,1979-12-03,,2,204459
Janet Varney,1976-02-16,,1,204462
Fiona Dourif,1981-10-30,,1,204468
Ken Burns,1953-07-29,,2,204484
Matt Taibbi,1970-03-02,,2,204492
Trenton Rogers,2000-08-19,,2,204505
Leslie-Anne Panaligan,1984-08-25,,1,204507
McCaleb Burnett,1977-01-01,,2,204509
Violett Beane,1996-05-18,,1,1515230
Stephanie Cole,1941-10-05,,1,204533
Ethan Spaulding,1972-01-01,,2,204553
Osamu Tanpopo,1958-07-24,,2,1777418
Danny O'Carroll,1983-10-15,,2,1253168
Paddy Houlihan,1983-10-16,,2,1253169
Fiona O'Carroll,1980-09-14,,1,1253171
Eilish O'Carroll,1952-11-05,,1,1253172
Desiree Ross,1999-05-27,,1,1253182
Jeffrey G. Hunt,1973-02-15,,2,204608
Travis Barker,1975-11-14,,2,204610
Tasie Lawrence,1990-12-22,,1,1253194
Bobby Lockwood,1993-05-24,,2,1253195
Jack Donnelly,1985-10-28,,2,1253197
Louisa Connolly-Burnham,1992-06-23,,1,1253198
Alexandra Shipp,1991-07-16,,1,1253199
David Burtka,1975-05-29,,2,204632
Roman Mitichyan,1978-09-04,,2,204650
Stephanie Kurtzuba,1972-03-20,,1,204651
Sasha Cohen,1984-10-26,,1,204665
Kamille,1988-06-29,,1,3088257
Emily Wickersham,1984-04-26,,1,204679
Daniel Samonas,1990-03-07,,2,204686
Louis Schweitzer,1942-07-08,,2,3088303
Yara Martinez,1979-08-31,,1,204723
Anna Zielinski,1974-02-16,,1,204725
Laura Adkin,1984-05-23,,1,204735
Tara MacGowran,1964-11-06,,1,1253313
Christina Robinson,1997-11-08,,1,204747
Casey O'Keefe,1987-04-10,,1,1515471
Nicole Ansari-Cox,1969-01-01,,2,204755
Mena Massoud,1991-09-17,,2,1515478
Lewis Saunderson,1984-01-01,,2,1603792
Steve Franks,1965-09-21,,2,204761
Kevin McGarry,1985-03-19,,2,1515481
Jamie Langlands,1985-08-14,,2,1603793
Cole Sand,2003-05-24,,2,1253350
Noah Centineo,1996-05-09,,2,1253353
Kiersey Clemons,1993-12-17,,1,1253355
Pedro Pascal,1975-04-02,,2,1253360
Camilla Beeput,1981-09-09,,1,1253362
Lindsay Musil,1990-02-17,,1,1515509
Merle Dandridge,1975-05-31,,1,1253388
Jesse Tyler Ferguson,1975-10-22,,2,204815
Stacie Rippy,1981-05-07,,1,204819
DeMarius R. Copes,1994-01-25,,2,2564114
Alexandre Nachi,1993-08-16,,2,1253402
Isaac Powell,1994-12-30,,2,2564137
Sally Pressman,1981-08-01,,1,204913
Emily Rose,1981-02-02,,1,204932
Jah Shams,1982-01-18,,2,204949
Chris Sievey,1954-01-14,2011-06-20,2,2302109
Mark Kermode,1963-07-02,,2,204962
Jin Akanishi,1984-07-04,,2,1253541
Matthew Smalley,1984-10-03,,2,204969
Madeleine Day,1996-10-24,,1,4137133
Andrea Brooks,1989-03-03,,1,204975
Hanna Hall,1984-07-09,,1,204997
Michelle Pierce,1987-08-27,,1,205011
Simon Napier-Bell,1939-04-22,,2,1253596
Jared Keeso,1984-07-01,,2,205053
Lolo Jones,1982-08-05,,1,1253634
Shauna MacDonald,1970-10-06,,1,205082
Mika Ward,1973-10-31,2012-04-30,1,1253668
Michael Rubenfeld,1979-01-01,,2,205104
Anna Samson,1989-11-23,,1,1515827
Aaron Perilo,1981-06-30,,2,205114
Oscar de la Renta,1932-07-22,2014-10-20,2,991556
Jose Rosete,1975-10-22,,2,467271
Mike Houston,1976-02-23,,2,205128
Chris Bowers,1976-12-26,,2,205129
Brad Lee Wind,1968-04-10,,2,205136
Jeffrey Addiss,1980-11-21,,2,1778035
Cassi Thomson,1993-08-14,,1,205176
Remy Thorne,1995-12-22,,2,205177
Danny Pudi,1979-03-10,,2,205179
Jean-Luc Bilodeau,1990-11-04,,2,205204
Josh Fadem,1980-07-19,,2,205209
Edi Patterson,1974-09-19,,1,205213
Darian Weiss,1992-11-17,,2,205215
Mark Wakeling,1971-10-11,,2,205222
Anthony Vitale,1965-11-30,,2,205247
Lucy Griffiths,1986-10-10,,1,205257
Harry Lloyd,1983-11-17,,2,205258
William Abadie,1977-02-16,,2,205262
Jareb Dauplaise,1989-03-18,,2,205267
Gigi Orsillo,1981-06-19,,1,205274
Lonny Ross,1978-01-01,,2,205300
Lucy Hale,1989-06-14,,1,205307
Brynna Drummond,1997-10-29,,1,1516036
Mike Foy,1981-12-23,,2,205320
Lam An,1991-09-27,,2,4137486
Brian Potter Jr.,1982-04-13,,2,2302479
Bryan Massey,1971-06-13,,2,1253910
Max Adler,1986-06-17,,2,205335
Brian Gilbert,1996-03-17,,2,1778205
John Lee Ames,1980-06-17,,2,205345
Marci Hamilton,1957-07-22,,1,2564659
Scott M. Gimple,1971-03-29,,2,205379
Lily Jackson,1998-04-06,,1,1778248
Antonia Prebble,1984-06-06,,1,205405
John Tui,1975-06-11,,2,205406
David Rodriguez,1970-08-18,2020-10-29,2,991853
Kyle Newacheck,1984-01-23,,2,1254001
Erik Griffin,1976-03-12,,2,1254002
Mark Mitchinson,1966-07-06,,2,205427
Ari Sandel,1974-09-05,,2,991868
Wesley Taylor,1986-08-13,,2,1778301
Michael Gelbart,1973-09-15,,2,205450
Jessica Jann,1989-12-01,,1,991886
Jon Dore,1975-11-02,,2,205459
Adam Saunders,1986-11-06,,2,205463
Adelaide Clemens,1989-11-30,,1,205474
Marcus Cole,1951-10-29,,2,205475
Kwesi Boakye,1999-04-06,,2,205486
Adepero Oduye,1978-01-11,,1,467633
Emily Maddison,1993-11-01,,1,1516211
Pamelyn Chee,1984-03-13,,1,991930
Boyd Holbrook,1981-09-01,,2,467645
Lila Downs,1968-09-09,,1,991946
Aliana Lohan,1993-12-22,,1,1254111
Tyler Blackburn,1986-10-12,,2,991980
Gerry Morton,1978-10-13,,2,205562
Romeo Price,1985-03-27,,2,1254138
Michael Lombardi,1976-09-02,,2,205575
Dan Russell,1965-01-18,,2,1254161
Amber Hodgkiss,1991-11-12,,1,1254167
Benjamin Stone,1987-04-03,,0,1254170
Lin Gengxin,1988-02-13,,2,1254211
James Scully,1992-04-19,,2,1778501
Jim McKay,1962-01-01,,2,205639
Naoko Mori,1971-11-19,,1,205659
Samantha Colburn,1983-03-19,,1,992094
Hugo Guinness,1959-09-12,,2,992097
Justin McDonald,1983-03-21,,2,205671
Heather Booth,1945-12-15,,1,2302831
Antonio Te Maioha,1970-01-01,,2,1254271
Luke Busey,2010-02-25,,2,3351429
Chinasa Ogbuagu,1981-04-17,,1,205718
Lisa Lamendola,1964-02-17,2017-06-02,1,3875740
Rasmus Hardiker,1985-01-31,,2,205725
Field Cate,1997-07-22,,2,205727
Christian Alexander,1990-04-14,,2,1254320
Eddie McGee,1979-02-24,,2,205745
Renato Gaúcho,1962-09-09,,2,1778617
James Martin,1992-03-13,,2,2302906
Sol Rodriguez,1990-04-17,,1,1254331
Asami Tano,1987-02-12,,1,1254340
Wrenn Schmidt,1983-02-18,,1,205772
Colin Dennard,1993-10-26,,2,1254366
Bethany Anne Lind,1985-06-28,,1,1254367
Sarah Glendening,1982-09-20,,1,205791
Maria Dizzia,1974-12-29,,1,205797
Indi Star,2006-12-12,,1,3089391
Catherine Curtin,1970-07-14,,1,205808
Sarah Dorothy Little,2007-12-12,,1,3089395
Kelli Berglund,1996-02-09,,1,1254396
Mateus Ward,1999-01-18,,2,1254398
Angel Parker,1980-10-17,,1,1254399
Karissa Lee Staples,1987-12-01,,1,1254411
Daisy Lewis,1984-12-31,,1,992276
Idara Victor,1981-01-20,,1,205849
Zachary Booth,1983-01-01,,2,205854
Peyton List,1998-04-06,,1,1254435
Jeremy Chu,1988-06-13,,2,205862
Mali Levi,1980-05-23,,1,1254474
Danielle Staub,1962-07-29,,1,1254479
David Petruzzi,1985-07-02,,2,205908
Babs Olusanmokun,1984-09-18,,2,205923
Mark Hyman,1959-11-22,,2,1516651
Matreya Fedor,1997-03-11,,1,205934
Maia Mitchell,1993-08-18,,1,992366
Stacey Oristano,1979-05-06,,1,205937
Hana Hayes,1999-03-29,,1,992374
Tony Yalda,1981-03-25,,2,205954
Fivel Stewart,1996-11-04,,1,205955
Andrew Dits,1983-12-05,,2,1516689
Kelsey Asbille,1991-09-09,,1,205976
Heather Hemmens,1988-07-10,,1,205982
Michael Grant Terry,1984-08-30,,2,205984
Elizabeth Guest,1990-05-30,,1,1778852
Pierce Gagnon,2005-07-25,,2,992427
Carlee Avers,1985-01-13,,1,205996
Jamie Dornan,1982-05-01,,2,1254583
Jordan Masterson,1986-04-09,,2,1254592
Hartleigh Buwick,1987-09-02,,1,1516736
Sarai Givaty,1982-06-24,,1,206024
J. Omar Castro,1974-11-20,,2,206027
Leslie Odom Jr.,1981-08-06,,2,1254614
Kurando Mitsutake,1973-05-24,,2,206041
Krysta Rodriguez,1984-07-23,,1,1254617
Ella Thomas,1981-08-15,,1,206045
David Campbell,1973-08-06,,2,206047
Anthony Call,1940-08-31,,2,206048
Matthew Moy,1984-02-03,,2,1254625
Jonathan Kite,1979-09-02,,2,1254626
Callie Haverda,2007-02-01,,1,3089635
Parker Young,1988-08-16,,2,1254635
Toni Morrison,1931-02-18,2019-08-05,1,992503
Siobhan Redmond,1959-08-27,,1,992504
Tinashe,1993-02-06,,1,206100
Dustin Ingram,1990-01-25,,2,206112
Jennifer Cheon Garcia,1977-11-13,,1,1516834
Fernanda Diniz,1992-08-21,,1,2041136
Rikki Beadle Blair,1961-01-01,,2,206135
Danny Donahue,1988-08-31,,2,1779017
Celyn Jones,1979-06-04,,2,206161
Raphael Ruggero,1998-08-20,,2,3351894
Jon Schnepp,1967-05-16,2018-07-19,2,206169
Michael O'Hear,1963-09-15,2020-06-24,2,1254750
Robin Knox-Johnston,1939-03-17,,2,1516919
Lanei Chapman,1973-01-23,,1,206202
Griffin Kunitz,2005-04-22,,2,2565507
Tito Jackson,1953-10-15,2024-09-15,2,992668
Gino Colbert,1957-04-25,2015-08-21,2,992697
Corinne Chooey,1970-07-29,,0,1517005
Julia Chan,1983-05-09,,1,992718
Jim Loach,1969-06-06,,2,206296
Emily Cheree,1993-03-24,,1,2565597
Samantha Droke,1987-11-08,,1,206301
Helen George,1984-06-19,,1,1254881
Jordi Webber,1994-05-25,,2,1779165
Stephanie Arcila,1990-03-08,,1,2041321
Hallvar Witzø,1984-01-01,,2,992766
Scott Krinsky,1968-11-24,,2,206334
Lucian Maisel,1994-09-22,,2,468492
Jessica Lu,1985-04-18,,1,1254925
Wilma Elles,1986-10-18,,1,1254934
Rosabell Laurenti Sellers,1996-03-27,,1,992808
Hosea Chanchez,1981-09-12,,2,206378
Ginna Claire,1990-05-06,,1,3614248
Nadine Garner,1970-12-14,,1,206384
Miles Richardson,1963-07-15,,2,206393
Vladimir Jon Cubrt,1950-01-01,,2,1254971
John Cenatiempo,1963-03-05,,2,206398
Elizabeth Gillies,1993-07-26,,1,206399
Frank Serpico,1936-04-16,,2,1779261
Elizabeth J. Cron,1988-07-22,,1,2041411
Greyston Holt,1985-09-30,,2,206405
Agustin,1976-03-10,,2,992840
Noah Harpster,1976-01-01,,2,206410
Michael Tong Man-Lung,1969-11-17,,2,1254990
Ron Wyden,1949-05-03,,2,1517135
Sahar Bibiyan,1973-03-25,,1,206423
DeWanda Wise,1984-05-30,,1,206425
Blair Strang,1972-02-13,,2,1255010
Constance Wu,1982-03-22,,1,206444
Fflyn Edwards,2009-03-07,,2,3090043
Philippa Coulthard,1993-11-25,,1,1255053
Kate Nowlin,1981-11-20,,1,206479
Richard Short,1975-10-08,,2,206483
Ravi Patel,1978-12-18,,2,206485
Richard Cawthorne,1976-12-03,,2,1255064
Cassandra Hepburn,1976-04-01,,1,206493
Chanelle Peloso,1994-01-21,,1,1255071
Garrett Ryan,1999-08-14,,2,206505
Juan Pablo Espinosa,1980-10-28,,2,1255082
Stephanie Cayo,1988-04-08,,1,1255083
Ellie Gerber,1985-04-19,,1,206514
Asher Book,1988-09-18,,2,206517
Eric Bristow,1957-04-25,2018-04-05,2,1779389
Adam Hagenbuch,1991-01-23,,2,1517251
Ben Mitchell,1980-07-07,,2,206532
Alice Lee,1989-04-12,,1,1517252
Anton Tennet,1987-02-06,,2,206540
Caitlin McHugh,1986-05-13,,1,1517267
James Austin Kerr,1992-06-19,,2,1517269
Edward Zo,1999-09-23,,2,1517284
Tracy Melchior,1970-06-22,,1,1779429
Mark Williams,1959-08-22,,2,206574
Torri Webster,1996-08-12,,1,1255172
Jake Goodman,2002-06-17,,2,1255174
Jim Klock,1975-09-27,,2,206624
Rosalynn Carter,1927-08-18,2023-11-19,1,1779493
Kelli Giddish,1980-04-13,,1,206637
David Bowles,1971-04-30,,2,993074
Crystal Balint,1981-05-29,,1,206661
Katherine Willis,1971-05-02,,1,206675
Andrea Grano,1988-02-16,,1,206686
Ma Anand Sheela,1949-12-28,,1,2041714
Ben Taylor,1971-10-15,,2,1255294
Jude Wright,1999-11-14,,0,1255296
Samuel French,1980-01-26,2025-05-09,2,2828160
Justin Edwards,1972-07-21,,2,206724
Lynn Andrews III,1986-01-04,,2,1517449
Junix Inocian,1951-03-17,2015-06-13,2,206733
Ryann Shane,1993-07-05,,1,1255312
Rico Rodriguez,1998-07-31,,2,206737
Alexandra Billings,1962-03-28,,1,206739
Hoon Lee,1973-07-18,,2,1255311
Kendal Smith,1985-07-06,,2,1517463
David Giuntoli,1980-06-18,,2,206757
Ralph Nader,1934-02-27,,2,206759
Julian Simmons,1952-02-20,,2,4138923
Andy Fischer-Price,1987-05-13,,2,206777
Dorian Popa,1988-08-07,,2,1255365
Cătălin Paraschiv,1978-10-13,,2,1255382
Jocelyn Towne,1976-08-08,,1,206811
Gary Carr,1986-12-11,,2,1255388
Guy Nardulli,1974-05-31,,2,1517535
Clea Montville,1967-06-15,,0,2566113
Bechir Sylvain,1981-09-16,,2,1517537
Alex Wyndham,1981-01-01,,2,206823
Skyler Davenport,1992-05-21,,3,1517550
Hermann Göring,1893-01-12,1946-10-15,2,1255425
Angelica Lisk-Hann,1969-02-20,,1,2041867
Greg Finley,1984-12-22,,2,206864
Shelby Rabara,1983-10-05,,1,206869
Olive Gray,1994-12-03,,3,2041889
Kelli Goss,1992-02-01,,1,206889
Frank De Julio,1986-06-25,,2,206900
Jeremy Allen White,1991-02-17,,2,206905
Gareth Jones,1961-07-05,,2,1779769
Elle Evans,1989-12-09,,1,1517627
Mike Bailey,1988-04-06,,2,206912
Daniel Kaluuya,1989-02-24,,2,206919
Darcy Rose Byrnes,1998-11-04,,1,206926
Maxwell Perry Cotton,2000-05-07,,2,206928
Allison Williams,1988-04-13,,1,1255540
Jonathan Ahdout,1989-03-18,,2,206965
Zosia Mamet,1988-02-02,,1,206966
Bianca D'Ambrosio,2005-04-28,,1,2041979
Kevin Brueck,1978-04-27,,2,1255553
Spike Fearn,2000-12-09,,2,2304140
Julia Goldani Telles,1995-03-18,,1,1255570
Bailey De Young,1989-09-16,,1,1255571
Kathleen Kennedy Townsend,1951-07-04,,1,2828439
Adam Smith,1983-01-27,,2,207004
Matthew J. Evans,1996-08-09,,2,207006
Dustin Tavella,1986-04-11,,2,3877024
Ziauddin Yousafzai,1969-01-01,,2,1517736
U-God,1970-11-10,,2,993477
Steve Kazee,1975-10-30,,2,207062
Jermaine Jackson,1954-12-11,,2,207070
Corey Sorenson,1980-06-23,,2,207090
Jenn Korbee,1980-05-24,,1,1255667
Yasmeen Sulieman,1982-05-19,,1,1255668
Kimee Balmilero,1979-12-13,,1,1255666
Lisa Arch,1971-11-23,,1,207106
Jason Ian Drucker,2005-09-20,,2,1517834
Isabella Amara,1998-10-09,,1,1517836
Chelsea Harris,1990-03-30,,1,207116
Cameron Fuller,1993-10-15,,2,1517840
Michael Provost,1998-01-24,,2,1517841
Daniel Spink,1979-02-19,,2,1517843
Amybeth McNulty,2001-11-07,,1,1780007
Diana Gettinger,1976-07-27,,1,207146
Katherine Sigismund,1979-10-12,,1,1517868
Jessica Barth,1980-07-12,,1,207150
Daniel Felix de Weldon,1971-03-30,,2,2042167
Aubrey Nealon,1971-01-01,,2,207168
Boo Arnold,1966-02-07,,2,993608
Jonathan Wright,1970-11-23,,2,207180
Jim Lee,1964-08-11,,2,207202
Tylor Chase,1989-09-06,,0,207228
David Nett,1973-01-01,,2,1255813
Colleen Ballinger,1986-11-21,,1,1255816
Glozell Green,1972-07-30,,1,1255817
Maribeth Monroe,1978-03-25,,1,207250
Jennifer Spence,1977-01-22,,1,1255833
Ashleigh Cummings,1992-11-11,,1,1255846
Canyon Prince,1977-12-14,,2,1255859
Melanie Hill,1962-01-11,,1,207295
Khloé Kardashian,1984-06-27,,1,1255872
Paul Telfer,1979-10-30,,2,207300
Chris Moyles,1974-02-22,,2,207302
John Schwab,1972-09-15,,2,207304
Kacey Ainsworth,1968-10-19,,1,207305
Misha Kuznetsov,1961-11-16,,2,1255887
François Arnaud,1985-07-05,,2,469462
James Buckley,1987-08-14,,2,207321
Susan Park,1984-09-24,,1,1255901
Adam Shapiro,1981-05-28,,2,1255902
Greg Rogstad,1999-03-04,,2,2566624
Echo Kellum,1982-08-29,,2,1255907
Rachel Brosnahan,1990-07-12,,1,993774
Bartu Küçükçağlayan,1983-04-23,,2,1255933
Sergei Chernov,1959-01-01,,2,207359
Patrick Babbitt,1985-05-05,,2,993798
Marian Valev,1969-04-11,,2,1255950
Gavin O'Connor,1972-12-17,,2,1780244
Teodora Duhovnikova,1978-12-14,,1,1255958
Sarah Solemani,1982-09-04,,1,207384
Jamie Bacon,1997-08-13,,2,1518111
Philip Philmar,1957-03-13,,2,1518112
Brian Hallisay,1978-10-31,,2,207396
Leven Rambin,1990-05-17,,1,207401
Peter Gaynor,1974-12-31,,2,1780276
Tom Pelphrey,1982-07-28,,2,207442
Emily Swallow,1979-12-18,,1,1256020
Ptolemy Slocum,1975-11-20,,2,207453
Jeffrey Toobin,1960-05-21,,2,1780320
Francesca Capaldi,2004-06-08,,1,1256036
Stephen Full,1969-11-13,,2,1256037
Gavin Lewis,2003-10-27,,2,1518187
Mary Faber,1979-08-08,,1,993902
Hunter Payton,2004-10-04,,2,1518193
Jonathan Whitesell,1991-08-28,,2,1518194
Melanie Scrofano,1981-12-20,,1,207491
Adam Bartley,1979-01-28,,2,1256070
Mark Hapka,1982-05-29,,2,207509
Dane Christensen,1986-06-02,,2,1780381
Bebe Wood,2001-08-08,,1,1256118
