birthday,deathday,gender,person_id,known_for_department,age,movie_count
1982-04-26,,2,123587,Acting,41,3
1966-02-12,,2,58058,Acting,57,6
1993-05-28,,1,1368787,Acting,30,1
1941-12-10,,1,58068,Acting,82,7
1953-12-24,,2,156405,Acting,70,3
1978-10-01,,1,221944,Acting,45,3
1985-02-10,,2,221945,Acting,38,7
1968-09-16,,2,44114,Directing,55,4
1972-11-09,,2,58115,Acting,51,4
1991-07-08,,1,2286339,Acting,32,1
1985-12-04,,2,221980,Acting,38,1
1963-12-20,,2,25376,Acting,60,4
1991-07-08,,2,221985,Acting,32,4
2000-11-28,,1,1467169,Acting,23,1
1989-06-21,,2,58147,Acting,34,2
1983-05-28,,1,25382,Acting,40,3
1968-11-02,,1,25383,Acting,55,1
1981-07-22,,2,189230,Acting,42,4
2000-08-03,,2,4252462,Acting,23,1
1980-11-06,,2,76556,Acting,43,2
1982-02-24,,1,123701,Acting,41,1
1979-02-01,,1,58168,Acting,44,5
1950-01-01,,2,58169,Acting,73,4
1965-11-29,,2,156483,Production,58,3
1947-09-06,,1,58184,Acting,76,3
1981-10-08,,2,123724,Acting,42,1
1981-08-04,,1,123725,Acting,42,4
1971-10-11,,2,58189,Directing,52,6
1992-04-24,,2,1467219,Acting,31,2
1987-03-09,,2,58197,Acting,36,4
1988-04-07,,2,25438,Acting,35,2
1964-05-30,,2,1336161,Acting,59,2
1972-01-15,,2,58210,Acting,51,4
1987-04-11,,1,25442,Acting,36,1
1977-02-25,,1,222051,Acting,46,2
1974-02-19,,1,25448,Acting,49,2
1972-07-26,,2,25451,Acting,51,17
1960-12-09,,2,25453,Visual Effects,63,1
1975-09-18,,2,58224,Acting,48,16
1969-10-01,,2,58225,Acting,54,18
1973-01-01,,2,1237876,Acting,50,4
2000-07-07,,2,1729393,Acting,23,1
1992-06-11,,1,1434487,Acting,31,2
1960-02-05,,2,942967,Acting,63,2
1987-04-10,,1,222088,Acting,36,2
1979-06-28,,1,123791,Acting,44,1
1975-04-23,,2,123796,Acting,48,1
1981-05-23,,2,1500059,Acting,42,2
2006-03-24,,2,1172381,Acting,17,4
1967-04-12,,2,58271,Acting,56,2
1974-01-04,,2,1008543,Acting,49,1
1952-11-30,,2,25503,Acting,71,2
2009-02-22,,2,2089892,Acting,14,1
1977-11-23,,2,123812,Acting,46,3
1981-09-15,,2,222121,Acting,42,14
1994-12-11,,2,222122,Acting,29,3
1967-02-26,,2,156590,Acting,56,2
1985-03-22,,2,222129,Acting,38,1
1986-09-24,,1,222130,Acting,37,4
1963-01-11,,2,25527,Acting,60,2
1979-06-29,,1,222139,Acting,44,3
1948-06-18,,2,25532,Acting,75,1
1983-04-29,,1,222141,Acting,40,3
1971-07-20,,1,25540,Acting,52,5
1978-11-24,,1,25541,Acting,45,8
1993-05-13,,1,123846,Acting,30,3
1979-08-11,,1,549831,Acting,44,2
1966-11-19,,2,58319,Acting,57,3
1966-07-02,,2,58324,Directing,57,2
1965-04-11,,1,1074137,Acting,58,1
1976-02-06,,2,58330,Acting,47,4
1974-06-14,,1,1074139,Acting,49,1
2000-03-27,,1,1008607,Acting,23,3
1988-07-24,,2,1663974,Acting,35,1
1972-03-08,,2,123879,Acting,51,3
1969-07-28,,1,517103,Acting,54,3
2005-07-28,,1,2089968,Acting,18,1
2001-07-16,,2,1696753,Acting,22,1
1984-05-01,,1,58356,Acting,39,2
1979-04-16,,2,1238012,Acting,44,2
1955-08-13,,2,25598,Directing,68,7
1980-09-21,,2,58368,Acting,43,4
1982-05-15,,1,58369,Acting,41,1
1986-06-05,,1,58370,Acting,37,9
1981-07-03,,2,58371,Acting,42,4
1972-05-21,2017-07-23,2,582656,Acting,45,3
1989-11-08,,1,1795072,Directing,34,2
1986-05-02,,2,58374,Acting,37,3
1997-08-25,,1,2221063,Acting,26,1
1984-01-30,,2,484359,Acting,39,7
1970-12-25,,2,58375,Directing,53,5
1995-01-11,,1,1172491,Acting,28,2
1977-03-25,,2,25616,Acting,46,13
1963-02-19,,1,156689,Acting,60,4
1968-09-02,,1,58392,Acting,55,3
1981-01-20,,1,58393,Acting,42,8
1961-06-04,,1,58395,Acting,62,8
1985-07-18,,2,1205278,Acting,38,4
1990-03-13,,2,1041440,Acting,33,2
1995-08-27,,2,58402,Acting,28,3
2000-12-11,,1,3367977,Acting,23,1
1976-12-18,,1,582698,Acting,47,1
1995-10-08,,1,58412,Acting,28,2
1979-06-30,,2,582704,Acting,44,1
1966-06-08,,1,25654,Acting,57,4
1944-10-01,2017-09-07,2,25656,Acting,72,1
1974-10-24,,2,25659,Acting,49,7
1990-05-16,,2,25663,Acting,33,5
1960-03-11,,2,25665,Acting,63,2
1985-06-13,,1,582722,Acting,38,3
1959-06-08,,2,156739,Acting,64,8
1985-09-13,,2,1795140,Acting,38,1
1985-09-13,,2,1795141,Acting,38,1
1985-07-07,,2,1041480,Acting,38,3
1964-01-01,,2,25677,Acting,59,3
1991-07-22,,2,1139801,Acting,32,1
1981-12-26,,2,1238110,Acting,42,3
1990-08-20,,2,1533024,Acting,33,1
1976-08-09,,1,25702,Acting,47,8
1979-03-24,,1,25703,Acting,44,11
1983-12-13,,1,1139816,Acting,40,1
1956-08-24,,2,2352235,Acting,67,1
1966-01-01,,2,58477,Acting,57,18
1953-11-18,,2,58478,Acting,70,10
1982-08-07,,1,222330,Acting,41,2
1985-03-25,,2,1631358,Acting,38,2
1975-05-11,,2,25730,Acting,48,11
1949-04-26,,2,58498,Directing,74,3
1974-10-31,,2,91268,Directing,49,6
1982-02-11,,1,58502,Acting,41,7
1982-03-12,,2,58507,Acting,41,5
1971-12-03,,2,58508,Acting,52,4
1952-07-01,,2,58511,Acting,71,6
1919-06-17,2005-12-28,2,58513,Acting,86,2
1992-11-04,,1,2286738,Acting,31,1
1981-04-27,,1,58517,Acting,42,6
1957-01-08,2023-08-19,2,58525,Acting,66,1
1987-06-12,,1,582816,Acting,36,3
1979-11-13,,2,2090144,Acting,44,1
1963-09-17,,2,58528,Acting,60,7
1946-03-29,2022-03-29,2,58535,Acting,76,8
1950-04-11,,2,58549,Acting,73,5
1992-11-30,,2,1172661,Acting,31,2
1965-10-08,,2,58552,Directing,58,3
1956-06-30,,2,58563,Acting,67,5
1971-02-05,,1,156875,Acting,52,2
1964-10-26,,2,124112,Acting,59,4
1990-11-24,,1,91351,Acting,33,3
1981-08-05,,1,58593,Acting,42,1
1985-11-30,,1,1238247,Acting,38,1
1965-05-06,,1,25834,Acting,58,2
1972-02-16,,1,25836,Acting,51,5
1982-11-30,,1,25837,Acting,41,3
1969-02-08,,2,156910,Acting,54,1
1960-01-01,,2,58608,Directing,63,1
1995-05-13,,2,1369329,Acting,28,6
1979-02-26,,1,91378,Acting,44,2
1967-07-31,,2,25848,Acting,56,3
1958-07-30,,2,25849,Acting,65,6
1970-01-27,,1,58619,Acting,53,2
1968-05-25,,2,58620,Acting,55,7
1995-08-06,,1,1369336,Acting,28,2
1979-01-18,,2,189696,Acting,44,2
1990-09-18,,2,1303813,Acting,33,5
1980-06-24,,2,222470,Directing,43,1
1981-08-20,,1,91402,Acting,42,2
1983-08-16,,1,58635,Acting,40,1
1972-12-09,,1,25869,Acting,51,2
1975-12-01,,1,2057487,Crew,48,1
1959-05-22,,1,58643,Acting,64,6
1969-10-19,,2,25877,Acting,54,5
1968-09-19,,2,25878,Acting,55,1
1949-06-16,,2,25879,Acting,74,6
1962-08-01,,2,58647,Acting,61,2
1988-11-30,,1,1369367,Acting,35,2
1971-06-22,,1,25884,Acting,52,12
1961-07-09,,2,58650,Acting,62,3
1971-09-09,,2,156962,Acting,52,7
1992-11-12,,1,25907,Acting,31,1
1988-09-16,,1,25908,Acting,35,2
1995-02-01,,2,25909,Acting,28,1
1971-11-22,,1,25911,Acting,52,2
1988-03-26,,2,2417980,Acting,35,1
1991-11-12,,1,1303873,Acting,32,4
1963-03-19,,2,58689,Writing,60,3
1980-06-09,,2,1041731,Acting,43,2
1963-10-25,,1,58692,Acting,60,2
1961-09-25,,1,58691,Acting,62,2
1966-12-21,,1,91461,Acting,57,1
2004-02-01,,1,1074512,Acting,19,1
1975-11-28,,1,58707,Acting,48,2
1990-05-30,,1,1369431,Acting,33,1
1993-09-24,,2,1107296,Acting,30,2
1988-09-28,,1,1107297,Acting,35,3
1982-04-15,,2,222562,Acting,41,2
1971-11-05,,2,91493,Acting,52,1
1974-08-08,,2,91494,Acting,49,6
1948-09-25,,1,91495,Acting,75,4
1978-10-06,,1,157031,Acting,45,4
1973-05-27,,2,58737,Acting,50,10
1979-11-05,,2,58739,Acting,44,1
1967-04-23,,1,25972,Acting,56,2
1953-01-12,,2,58741,Acting,70,10
2000-07-25,,2,583040,Acting,23,4
1981-07-18,,2,91520,Acting,42,5
1988-01-07,,1,58754,Acting,35,5
1965-05-26,,2,157059,Acting,58,8
1983-06-09,,2,1074560,Directing,40,2
1971-12-07,,2,58758,Acting,52,10
1979-02-22,,2,1926537,Acting,44,1
1981-07-03,,1,583051,Acting,42,1
1964-05-13,,2,58769,Acting,59,5
1972-11-16,,2,124304,Acting,51,6
1999-03-08,,1,124305,Acting,24,1
1926-09-19,2020-03-02,2,58772,Acting,93,2
1956-01-22,2022-10-23,2,583061,Acting,66,5
1971-01-22,,1,58771,Acting,52,3
1982-01-01,,2,1893777,Writing,41,1
1948-09-24,,2,26008,Acting,75,2
1958-10-05,,2,550307,Acting,65,3
1964-12-07,,2,58791,Acting,59,1
1950-11-10,,2,58792,Acting,73,1
1983-07-14,,1,550317,Acting,40,3
1954-09-07,,1,58804,Acting,69,4
1927-06-08,2020-05-11,2,26042,Acting,92,5
1971-07-01,,2,1238461,Acting,52,4
1972-10-11,,1,26054,Acting,51,3
1947-05-18,2020-12-02,2,26060,Acting,73,1
1977-01-22,,2,26061,Acting,46,1
1947-09-24,,2,91600,Acting,76,1
1981-02-09,,2,91606,Acting,42,11
1967-08-11,,2,91609,Acting,56,2
1959-03-08,,1,157146,Acting,64,3
1949-11-01,,1,124377,Acting,74,3
1969-05-10,,1,1631710,Acting,54,2
1965-12-10,,2,26093,Acting,58,1
1950-10-03,,2,26095,Writing,73,1
1987-08-27,,1,1074676,Acting,36,1
1948-08-25,,1,157176,Acting,75,4
1976-10-20,,2,58873,Acting,47,8
1978-04-06,,1,2287101,Acting,45,1
1980-03-07,,2,1140231,Directing,43,1
1989-01-25,,2,1631759,Acting,34,1
1990-08-10,,2,1140241,Acting,33,4
1965-11-22,,2,58897,Directing,58,3
1969-11-28,,2,91671,Acting,54,8
2003-11-30,,2,1795607,Acting,20,2
1981-03-31,,1,91673,Acting,42,2
1984-11-19,,1,1107486,Acting,39,1
1956-03-16,,2,58924,Acting,67,4
1963-01-07,,2,58925,Acting,60,4
1973-09-02,,2,58926,Acting,50,3
1976-01-08,,2,124471,Acting,47,1
1973-01-01,,2,58942,Acting,50,4
1952-12-08,,2,58950,Acting,71,11
1980-11-07,,2,58952,Acting,43,3
1976-09-23,,1,58953,Acting,47,4
1955-10-08,,2,58954,Acting,68,4
1961-05-16,,2,58955,Acting,62,3
1968-01-01,,2,550473,Crew,55,1
1976-02-24,,1,58957,Acting,47,4
1979-06-07,,2,58959,Acting,44,1
1986-08-27,,2,58961,Acting,37,2
1985-05-01,,1,58962,Acting,38,3
1981-10-25,,2,58963,Acting,42,2
1993-08-11,,3,58965,Acting,30,7
1962-06-30,,1,58966,Acting,61,4
1983-01-28,,2,1500758,Directing,40,1
1972-01-01,,2,26205,Directing,51,3
1985-06-07,,2,1435230,Acting,38,3
1974-03-05,,2,26209,Acting,49,5
1959-02-16,,1,91756,Acting,64,2
1977-01-31,,2,452205,Acting,46,12
1985-06-16,,2,59011,Acting,38,1
1987-03-13,,2,59012,Acting,36,2
1982-07-04,,2,59014,Acting,41,6
1986-10-01,,1,59017,Acting,37,2
1968-05-01,,2,190090,Directing,55,1
1983-06-17,,2,59019,Acting,40,3
1983-01-01,,1,1533579,Acting,40,1
1944-12-12,,2,26258,Acting,79,4
1946-11-25,,2,26259,Acting,77,1
1964-07-03,,2,59026,Directing,59,7
1970-06-15,,2,550550,Acting,53,3
1959-01-22,,2,59031,Acting,64,1
1963-06-12,,1,59032,Acting,60,1
1992-07-21,,1,550552,Acting,31,2
1987-05-03,,2,1959579,Acting,36,1
2006-11-08,,1,1271474,Acting,17,1
1974-10-08,,2,26291,Acting,49,7
1993-02-07,,2,26292,Acting,30,4
1984-03-13,,1,26293,Acting,39,1
1962-06-04,,1,26294,Acting,61,2
1982-01-10,,2,1074867,Production,41,2
1975-06-05,,1,59065,Acting,48,5
1980-08-21,,2,222906,Acting,43,3
1953-10-12,,2,59081,Acting,70,3
1990-12-20,,2,1500875,Acting,33,2
1997-10-09,,2,1664716,Acting,26,2
1970-05-23,,2,124622,Acting,53,1
1988-03-21,,2,59096,Acting,35,2
1988-11-09,,3,124644,Acting,35,4
1974-09-06,,2,124645,Acting,49,2
1979-02-12,,2,59117,Acting,44,10
1989-01-24,,2,1173231,Acting,34,2
1969-01-01,,2,59126,Directing,54,1
1990-08-23,,2,124665,Acting,33,1
1975-05-04,,2,59129,Acting,48,4
1992-02-16,,2,1304335,Acting,31,5
1974-11-12,,1,59154,Acting,49,2
1974-07-23,,1,59156,Acting,49,2
1984-04-18,,1,59174,Acting,39,7
1987-08-25,,1,59175,Acting,36,9
1993-03-04,,1,59176,Acting,30,1
1981-08-20,,2,59177,Acting,42,2
1986-02-05,,1,943913,Acting,37,2
1929-12-09,2017-12-08,2,59179,Acting,87,2
1980-11-01,,2,1271600,Acting,43,1
1972-03-10,,1,59185,Acting,51,8
1987-12-17,,2,583479,Directing,36,2
1975-12-10,,1,59192,Acting,48,3
1973-02-22,,2,59198,Acting,50,6
1953-02-17,,1,59206,Acting,70,4
1967-03-16,,2,124747,Acting,56,9
2010-04-15,,2,2123596,Acting,13,1
1966-12-05,,2,124748,Acting,57,14
1997-02-05,,1,124750,Acting,26,3
1966-03-15,,2,59214,Acting,57,7
1979-09-17,,1,59218,Directing,44,1
1986-10-22,,2,59219,Acting,37,9
1964-12-30,,2,59222,Acting,59,2
2007-07-18,,2,1828695,Acting,16,1
2000-04-06,,2,1107800,Acting,23,3
1970-01-24,,2,26457,Acting,53,8
1981-07-24,,2,1140572,Acting,42,2
1977-09-25,,2,59231,Acting,46,5
1977-11-11,,2,59233,Acting,46,12
1965-08-19,,1,26467,Acting,58,6
1980-02-09,,1,59237,Acting,43,3
1984-10-03,,2,59238,Acting,39,5
1975-03-24,,1,59240,Acting,48,6
1963-11-27,,2,26473,Acting,60,9
1991-08-25,,2,1075049,Acting,32,4
1997-04-23,,2,59243,Acting,26,5
1963-06-24,,2,26481,Directing,60,1
1943-09-03,,1,26483,Acting,80,1
1988-05-17,,1,59252,Acting,35,6
1954-06-15,,2,26485,Acting,69,4
1984-01-15,,2,59251,Acting,39,6
1978-04-26,,2,59254,Acting,45,6
1975-10-30,,1,59257,Acting,48,4
1948-08-30,,2,59258,Acting,75,2
1960-10-28,,2,59259,Acting,63,2
1961-05-22,,1,59260,Acting,62,3
1983-04-06,,1,59263,Acting,40,5
1972-03-09,,1,26495,Acting,51,4
2008-11-02,,1,1271681,Acting,15,10
1996-09-10,,2,1271684,Acting,27,2
1979-11-13,,2,59270,Acting,44,4
1950-09-14,,2,26502,Directing,73,1
1946-12-17,,2,26510,Acting,77,11
1985-11-20,,2,59283,Acting,38,5
1972-12-17,,2,59284,Acting,51,1
1988-06-07,,1,223124,Acting,35,1
2001-05-26,,1,223126,Acting,22,6
1966-10-31,,2,124824,Sound,57,1
1979-01-01,,2,59290,Writing,44,1
1978-08-07,,2,59291,Directing,45,4
1985-09-24,,1,124828,Acting,38,1
1995-05-30,,2,1599391,Acting,28,2
1978-09-22,,1,59296,Acting,45,2
1977-04-23,,2,59297,Acting,46,3
1974-12-06,,2,1402793,Acting,49,1
1978-01-24,,2,59311,Acting,45,1
1975-07-06,,2,59312,Acting,48,4
1984-03-10,,1,59315,Acting,39,20
1996-02-18,,1,3499962,Acting,27,1
1989-02-16,,1,550843,Acting,34,10
1999-07-18,,2,124870,Acting,24,1
1989-04-29,,1,583628,Acting,34,1
1993-05-10,,2,59360,Acting,30,1
1969-12-27,,1,59361,Acting,54,2
1972-10-08,,2,944099,Acting,51,1
1970-11-23,,2,124909,Acting,53,5
1981-07-17,,1,59373,Acting,42,1
1962-01-19,,1,944116,Acting,61,3
1953-05-09,,1,59401,Acting,70,8
1962-10-22,,2,59410,Acting,61,9
2001-11-27,,1,1533987,Acting,22,2
1948-01-12,,2,26659,Acting,75,1
1959-01-03,,2,26669,Acting,64,5
1978-08-01,,2,157753,Acting,45,2
1981-03-30,,1,59450,Acting,42,7
1990-05-20,,2,1206334,Acting,33,2
1948-11-29,,2,26706,Acting,75,1
2002-01-18,,2,1304662,Acting,21,1
1958-05-09,,2,26713,Directing,65,1
1956-07-04,,2,26714,Camera,67,2
1942-02-08,,2,26715,Acting,81,4
1975-04-07,,1,26716,Acting,48,5
1955-09-20,,2,26717,Acting,68,1
1976-01-15,,2,26718,Acting,47,7
1963-01-19,,1,26719,Acting,60,3
1983-05-19,,1,1206367,Acting,40,2
1999-07-30,,1,125025,Acting,24,15
1945-08-21,,1,125026,Acting,78,2
1977-12-17,,1,26723,Acting,46,7
1992-07-08,,1,223331,Acting,31,1
1992-07-13,,2,1861739,Acting,31,1
1986-10-24,,2,551020,Acting,37,4
1974-08-08,,2,92276,Acting,49,1
2001-04-20,,3,1730687,Acting,22,1
1974-03-23,,2,59521,Directing,49,9
1973-10-30,,2,2451598,Directing,50,1
1987-08-11,,1,1075355,Acting,36,1
1969-09-21,,2,157859,Acting,54,3
1965-09-09,,1,92326,Acting,58,1
1958-05-29,,1,157865,Acting,65,3
1971-04-18,,2,59568,Acting,52,1
1979-01-30,,2,59569,Acting,44,1
1979-01-17,,1,59571,Acting,44,1
1981-09-11,,2,59572,Acting,42,1
1999-04-22,,2,1730746,Acting,24,3
1981-01-21,,1,59592,Acting,42,3
1974-12-22,,1,26851,Acting,49,1
1986-02-02,,1,59620,Acting,37,5
1975-06-17,,2,26852,Acting,48,3
1953-07-30,,2,26854,Acting,70,1
1953-01-11,2020-11-02,2,26860,Acting,67,6
1979-06-24,,1,125167,Acting,44,11
1979-11-25,,2,92404,Acting,44,8
1961-07-19,,2,26875,Directing,62,1
1997-03-08,,2,1829122,Acting,26,1
1968-07-21,,2,92428,Acting,55,1
1963-12-06,,2,92429,Acting,60,2
1963-07-22,,1,59662,Acting,60,2
1978-04-20,,2,59671,Acting,45,1
1968-07-03,,2,59673,Acting,55,3
1973-06-12,,2,59675,Acting,50,7
1982-10-14,,2,223516,Directing,41,1
1964-10-08,,1,59687,Acting,59,2
1968-08-25,,2,59690,Acting,55,5
1954-07-17,,2,59691,Acting,69,4
1989-08-11,,1,1042728,Acting,34,1
1970-03-23,,1,59697,Acting,53,4
1959-04-03,,1,26930,Acting,64,1
1998-02-23,,1,1075505,Acting,25,2
1979-04-22,,2,59713,Acting,44,4
1966-05-28,,2,11873,Directing,57,2
1981-06-10,,2,26973,Acting,42,1
1986-01-15,,1,26974,Acting,37,1
1981-08-12,,2,26975,Acting,42,1
1977-05-13,,2,59755,Acting,46,1
1987-06-11,,2,1468779,Acting,36,8
1975-08-24,,2,1239407,Writing,48,1
1954-07-20,,2,26994,Acting,69,2
1980-09-25,,2,26999,Acting,43,5
1983-10-03,,1,27004,Acting,40,3
1994-06-07,,2,1763709,Acting,29,1
1992-10-30,,1,1862014,Acting,31,1
1963-04-17,,2,27005,Directing,60,1
1963-03-18,,1,27011,Acting,60,2
1977-05-03,,2,59782,Acting,46,3
1962-07-20,,2,59784,Acting,61,20
1982-11-15,,2,125324,Directing,41,2
1982-03-30,,2,158095,Acting,41,1
1994-03-10,,2,2550161,Acting,29,2
1953-02-05,,1,59794,Acting,70,1
1957-09-09,2013-12-11,2,1239447,Acting,56,1
1969-01-01,,2,27031,Acting,54,11
1962-11-01,,1,59803,Writing,61,2
1967-05-14,2022-06-22,2,27036,Acting,55,1
1958-12-15,,2,27037,Acting,65,1
1975-02-08,,2,92574,Acting,48,1
1986-07-21,,1,92572,Acting,37,7
1984-03-12,,1,59817,Acting,39,4
1987-12-28,,2,1239467,Acting,36,2
1969-02-01,,2,92589,Acting,54,1
1948-01-01,,2,158126,Acting,75,2
1987-04-04,,1,190895,Acting,36,5
1977-01-01,,2,1534392,Acting,46,1
1964-10-13,,2,59841,Acting,59,21
1976-01-31,,2,59843,Acting,47,8
1975-12-22,,2,59844,Acting,48,9
1981-02-08,,1,92614,Acting,42,3
1969-01-21,,2,92617,Acting,54,5
1982-04-30,,2,92619,Acting,41,2
1982-02-06,,1,59860,Acting,41,11
2006-07-08,,1,2058708,Acting,17,2
1988-09-15,,2,1010135,Acting,35,3
1964-03-07,,1,27102,Acting,59,12
1993-04-14,,2,27103,Acting,30,2
1986-11-28,,2,27104,Acting,37,7
1974-01-24,,2,27105,Acting,49,14
1954-04-28,,2,59872,Acting,69,2
1996-01-31,,2,518627,Acting,27,1
1997-05-14,,2,518628,Acting,26,1
1993-12-27,,1,1173984,Acting,30,4
1948-05-15,,2,27110,Acting,75,2
1955-12-08,,2,27111,Acting,68,5
1987-10-01,,2,1272291,Acting,36,1
1984-09-03,,1,59882,Acting,39,1
1942-05-29,2020-02-05,2,27116,Acting,77,2
1986-07-21,,1,1010157,Acting,37,1
1942-04-11,,2,27122,Acting,81,4
1955-08-14,,2,27124,Acting,68,7
1972-06-30,,1,27125,Acting,51,3
1981-11-02,,1,27136,Acting,42,3
2009-06-01,,1,2812421,Acting,14,1
1975-06-04,,2,59919,Acting,48,11
1983-05-04,,2,59926,Acting,40,2
1986-01-05,,1,551462,Acting,37,2
1978-05-20,,2,551463,Directing,45,3
1970-01-27,,1,92728,Acting,53,2
1988-09-05,,1,2026050,Acting,35,2
1979-11-27,,2,1763912,Acting,44,2
1989-11-25,,1,1600085,Acting,34,1
1980-08-30,,1,289370,Acting,43,1
1964-01-01,,2,27226,Editing,59,3
1971-01-01,,2,59998,Directing,52,2
1981-01-08,,1,60003,Acting,42,1
1978-08-08,,1,60004,Acting,45,1
1944-08-27,,2,27237,Acting,79,1
1980-03-13,,2,60005,Acting,43,3
1944-02-22,,2,92777,Acting,79,4
1996-05-08,,2,60015,Acting,27,2
1996-05-21,,1,60016,Acting,27,1
1979-11-19,,2,92784,Directing,44,2
1973-08-05,,1,60019,Acting,50,2
1965-09-28,2013-12-02,2,60021,Acting,48,9
1937-03-10,2004-01-28,2,60023,Acting,66,2
1982-11-15,,1,60033,Acting,41,5
1979-07-15,,1,60034,Acting,44,1
1965-10-10,,1,27267,Acting,58,2
1972-10-17,,1,125581,Acting,51,2
1989-05-08,,1,453272,Acting,34,3
1960-11-09,,1,1075864,Acting,63,1
1981-08-29,,2,223901,Acting,42,1
1986-01-08,,2,1403559,Acting,37,2
1988-04-25,,1,60072,Acting,35,5
1989-10-01,,1,60073,Acting,34,15
1962-06-05,,2,60074,Acting,61,12
1975-04-24,,2,60076,Acting,48,3
1985-06-22,,2,60077,Acting,38,6
1956-10-04,,2,27319,Acting,67,13
1973-12-05,,1,92857,Acting,50,3
1965-11-22,,2,158396,Acting,58,2
1966-08-12,,1,1239745,Acting,57,1
1999-05-25,,1,1469128,Acting,24,1
1969-01-01,,1,158414,Acting,54,5
1988-07-08,,2,1370832,Acting,35,1
1956-01-02,,2,60118,Acting,67,4
1976-10-21,,2,125660,Acting,47,4
1995-11-14,,2,3631835,Acting,28,2
1981-11-01,,2,191202,Acting,42,2
1993-02-19,,1,191228,Acting,30,1
1950-06-08,,1,27396,Acting,73,1
1952-02-14,,2,27397,Acting,71,3
1960-04-05,,2,92949,Acting,63,3
1942-09-16,,2,27425,Acting,81,4
1963-08-14,,2,60195,Acting,60,7
1990-06-13,,2,27428,Acting,33,12
1972-08-06,,1,60199,Acting,51,3
1977-03-23,,2,125738,Directing,46,4
1969-10-02,,2,125740,Acting,54,1
1949-06-03,,2,60205,Acting,74,12
1962-01-10,,2,60207,Visual Effects,61,2
1990-12-17,,2,1665846,Acting,33,1
1980-01-04,,2,60227,Acting,43,6
1949-03-25,,2,2157380,Acting,74,1
1953-06-29,,2,60228,Acting,70,1
1987-03-23,,2,60229,Acting,36,1
1987-12-06,,2,60230,Acting,36,1
1963-07-04,,2,60237,Production,60,2
1965-09-25,,2,60243,Directing,58,1
1971-09-03,,1,93015,Acting,52,4
1993-09-23,,2,60251,Acting,30,1
1962-09-19,,1,60252,Acting,61,4
1994-12-03,,2,60255,Acting,29,5
1948-11-07,,2,27492,Acting,75,5
1975-07-03,,2,93031,Acting,48,2
1969-08-16,,2,1043304,Acting,54,5
1976-11-19,,2,1370986,Acting,47,2
1957-11-06,,2,60272,Acting,66,5
1970-09-03,,1,60278,Acting,53,2
1968-06-13,,2,60279,Acting,55,39
1964-11-17,,2,60286,Acting,59,6
1956-11-26,,2,27530,Acting,67,4
1947-10-15,,2,125837,Acting,76,1
1955-07-03,,2,27545,Acting,68,10
1964-05-17,,2,27552,Acting,59,4
1934-02-17,2003-12-27,2,27554,Acting,69,3
1990-02-15,,2,1371041,Acting,33,6
1990-02-08,,2,224167,Acting,33,3
1989-11-09,,2,1371049,Acting,34,2
1953-09-10,,1,27563,Acting,70,3
1986-05-19,,2,27564,Acting,37,2
1995-03-22,,2,1108907,Acting,28,6
1969-09-26,,2,27571,Directing,54,3
1970-10-27,,2,1141683,Directing,53,2
1986-03-15,,2,224181,Acting,37,11
1978-05-25,,2,93111,Acting,45,3
1987-02-21,,3,27578,Acting,36,9
1982-05-23,,1,27579,Acting,41,2
2008-07-31,,1,1829818,Acting,15,2
1976-10-06,,2,224197,Acting,47,4
1984-07-11,,1,453588,Acting,39,2
1933-11-13,2020-12-22,1,60386,Acting,87,1
1925-11-29,2018-01-08,1,60388,Acting,92,2
1980-02-12,,2,224228,Acting,43,1
1984-11-28,,2,224231,Acting,39,1
1975-11-26,,2,224235,Acting,48,4
1962-05-18,,2,27631,Acting,61,4
1964-06-10,,2,27632,Acting,59,5
2006-05-02,,2,1502196,Acting,17,5
1971-01-01,,2,93177,Acting,52,2
1971-11-14,,2,27643,Acting,52,2
1968-03-21,,2,60422,Acting,55,1
1992-06-23,,2,1305610,Acting,31,3
1953-04-24,2023-11-09,2,27659,Acting,70,3
1936-03-21,2012-11-08,2,27660,Acting,76,2
2004-01-26,,1,1666059,Acting,19,1
1998-04-17,,2,2092052,Acting,25,2
1964-09-11,,2,93209,Acting,59,2
1983-05-12,,2,93210,Acting,40,10
1968-01-01,,2,27678,Acting,55,5
2004-04-21,,1,1272862,Acting,19,4
1965-11-30,,2,93214,Directing,58,3
2008-01-14,,2,1960997,Acting,15,2
1968-01-01,,2,93223,Directing,55,1
1995-08-20,,1,60458,Acting,28,4
1956-07-05,,2,93228,Acting,67,5
1957-09-07,,2,60461,Acting,66,1
1977-02-09,,2,60460,Acting,46,1
1982-04-12,,2,1338420,Acting,41,1
1974-10-31,,2,93236,Acting,49,4
1924-07-21,2006-02-24,2,27726,Acting,81,1
1950-03-20,2015-04-02,2,27736,Acting,65,5
1951-11-11,,2,27737,Acting,72,4
1971-11-23,,2,27738,Acting,52,6
1968-11-11,,1,27739,Acting,55,1
1971-11-10,,2,27740,Acting,52,15
1977-08-14,,2,60507,Acting,46,1
1936-03-08,2017-07-18,2,60508,Acting,81,1
2007-10-23,,1,1829985,Acting,16,3
1945-11-21,,2,27748,Acting,78,1
1986-01-04,,3,93285,Acting,37,9
1992-04-09,,2,1371237,Acting,31,2
1968-08-10,,1,93286,Directing,55,1
1945-09-17,,2,27752,Acting,78,12
1976-08-06,,1,27755,Acting,47,4
